File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
0819e997-bba2-4d41-8b75-25696a77def0	430669ee-998d-4917-83b6-ee7f0b6cae46.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-A9S7	TCGA-G9-A9S7-01A	Primary Tumor
ea641eab-51fd-41a6-a251-a6aaf77bffd3	661f0a7e-8262-41ec-8382-c1cf89e3aa8a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-M7-A71Z	TCGA-M7-A71Z-01A	Primary Tumor
70428c63-6bf8-47a7-8352-254dc3e54924	926b6dfe-cd94-4fae-bc95-18dec0f49145.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5497	TCGA-EJ-5497-01A	Primary Tumor
897f684f-2b01-44b6-98d3-35260d552894	980520b6-ea79-45d8-a278-27e6277f970f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8257	TCGA-HC-8257-01A	Primary Tumor
3113539d-7352-41ef-bfec-055e10bb154a	596e208a-962b-45d9-b4f0-0eb244dd7874.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A65B	TCGA-EJ-A65B-01A	Primary Tumor
5f59cbc0-d2fb-4aa9-9953-e15791ae5407	963ec51f-b743-43cf-ac02-75219f08c52f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6332	TCGA-G9-6332-01A	Primary Tumor
39cd4cc0-21c7-4c2f-986c-97b407f469af	95b387fa-9498-4a1e-b701-654786f9d0a6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KC-A7FD	TCGA-KC-A7FD-01A	Primary Tumor
105fd983-7bc4-45c1-bbf9-0bf121d0d8c4	494ca558-baef-4580-9662-19f2b8527858.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7781	TCGA-EJ-7781-01A	Primary Tumor
03151940-15a8-4069-a5a8-2cb33e4fc0eb	563c8a9f-5022-46be-9439-02f0a2e6900a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8I4	TCGA-KK-A8I4-01A	Primary Tumor
87ccfc1f-85ab-4e16-acf5-10d225f6742a	d3f4a547-c742-4ed5-9cee-227735f77891.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
be789994-f00d-4264-8c92-3a9f6a340240	3a657ffc-d6c1-44a6-8d6f-a955e5d1fe35.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8216	TCGA-HC-8216-01A	Primary Tumor
3ced3005-f2ff-4e50-9535-191a4426c37a	6bb04c58-1cd3-4595-b04d-a35b291e7708.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YJ-A8SW	TCGA-YJ-A8SW-01A	Primary Tumor
eb474d27-9f6f-48d6-accc-82d78931760a	ed80034e-eddb-49ac-8147-17ec79768137.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A59Y	TCGA-KK-A59Y-01A	Primary Tumor
96fba8a8-2766-4c2d-8876-eb306873a09b	d36663d0-22ea-421e-8165-501584a9c30e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01A	Primary Tumor
8b2dbbda-7a27-4578-b06d-623c7b2503ee	4948e07a-29be-4775-9807-c778df8251f7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LY	TCGA-ZG-A9LY-01A	Primary Tumor
3609988b-9184-46a7-a133-721421fb1e72	157c638d-9173-460d-b001-d29f7beeb5b7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A631	TCGA-HC-A631-01A	Primary Tumor
5ffbc578-c07b-44fd-b047-ec56fc57bfe0	8f92f24b-90c7-46d0-b69d-e1d87a135a40.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-2A-A8VV	TCGA-2A-A8VV-01A	Primary Tumor
f15d62eb-017c-4ac5-ae1b-07438641ee36	c190432e-2b50-4072-865f-91d49a00b855.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-FC-7708	TCGA-FC-7708-01A	Primary Tumor
0706dfcc-3ab1-4c1d-a20e-ecf204625cb1	f4906ab8-6dc3-4e7f-b837-4d6227781e63.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A8HM	TCGA-YL-A8HM-01A	Primary Tumor
64eb5692-5ee2-4928-9088-3279b8de38f2	052d9c90-7474-485b-b781-455cde6a717d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88K	TCGA-VN-A88K-01A	Primary Tumor
cdc94151-5989-4b4f-bb6c-a83e977e7a15	cc621d8a-b1b7-4001-bd25-8bfcccb34412.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7315	TCGA-EJ-7315-01A	Primary Tumor
e400107b-8d5e-4f1f-aae3-cc7a324a86ee	99d380d6-378f-4c60-96dc-00d9354c61ed.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6338	TCGA-G9-6338-01A	Primary Tumor
7241d336-e62c-4277-a362-aad66fb15021	2205b107-3cb2-46dd-b1f2-b9342df83d4a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6342	TCGA-G9-6342-01A	Primary Tumor
9cc7fb41-f3ae-4692-ba00-5a7611d9046f	8ad31797-b5dc-473b-ae64-182664497879.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9OX	TCGA-V1-A9OX-01A	Primary Tumor
3d8625af-aa62-47fe-baed-e025ea994597	b37bb5d7-a62a-4fac-a9e2-3e5af5b820dd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A9WL	TCGA-YL-A9WL-01A	Primary Tumor
9f84b64d-9b28-4a29-8918-22fac2addd66	8b570809-0606-4671-9a9f-9797287a8e3b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7231	TCGA-HC-7231-01A	Primary Tumor
219792f4-c25c-4614-92e5-69d412d3d480	a2eb131b-ee21-4502-b626-ee4cd42ef1ea.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5505	TCGA-EJ-5505-01A	Primary Tumor
e7b97058-1db9-4f47-861d-d7ee8e4f467b	4a8849c2-9e21-4ccf-b703-b6d6311744e0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7115	TCGA-EJ-7115-11A	Solid Tissue Normal
75662d71-8738-47c8-a9a0-1aaf33e8e23a	46551ef6-d1de-43c3-8ea5-5ade8a5bffd7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A8FO	TCGA-EJ-A8FO-11A	Solid Tissue Normal
1f4e831a-5d7e-48a9-a1fc-5bf9f0f18fd4	3a8adea5-5520-41de-aed8-dfce2d52386e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-7522	TCGA-G9-7522-01A	Primary Tumor
f8ca1994-605a-4c8f-b1bd-5188809884f2	520db51b-c55d-4f1b-85ae-45509d3c7480.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XQ-A8TB	TCGA-XQ-A8TB-01A	Primary Tumor
20d64c1b-439e-4c3d-957a-189c249cf045	7ff8c77c-67df-47dd-b6af-758a7f3fd381.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9OL	TCGA-V1-A9OL-01A	Primary Tumor
a6437e6c-eab8-4e49-8169-3ac4b1b34028	8c7a9e45-89aa-4a18-addb-dd1887ec7e15.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7218	TCGA-EJ-7218-01B	Primary Tumor
3d9da883-bc49-49c8-96ed-1ece2e5ca29b	f87cd150-16db-42e7-b78a-667735956ba3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8262	TCGA-HC-8262-11A	Solid Tissue Normal
b0d526cb-850b-4218-a542-400f232a413a	e0d80515-d0c8-400e-a505-0ce04740ce51.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6371	TCGA-G9-6371-01A	Primary Tumor
2d22ebbc-0611-46af-bd41-8fe2ad62af0d	81e8a6a8-3577-42c1-a45b-e0143ad55fdf.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-QU-A6IM	TCGA-QU-A6IM-01A	Primary Tumor
41807804-6458-4d9e-9b76-ca30e0ff3cec	dff23fef-04fe-460e-8a3a-c0465936e843.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VP-A876	TCGA-VP-A876-01A	Primary Tumor
2a4ae1d5-77a4-4fe4-ab7e-c5e9c1328b8c	ceb2a238-0d2e-410a-9f44-20b8abea8689.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-YL-A8SA	TCGA-YL-A8SA-01A	Primary Tumor
c42eb1eb-ecac-4578-a301-ed5c080bdcfe	1292e7fb-3199-40e3-a5d1-e141507b3b6f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8260	TCGA-HC-8260-11A	Solid Tissue Normal
60b80318-b495-49bb-a652-f9c6b595f3e7	bf306cce-1db8-4fb8-8ea7-438df016ef8c.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VP-A87K	TCGA-VP-A87K-01A	Primary Tumor
ca1c26ee-8603-4c86-bfcf-e8cb7ffc19ca	26b9d14a-da14-4062-8494-fb87b04e9d7b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7794	TCGA-EJ-7794-01A	Primary Tumor
5631befb-a683-4c68-bb0f-51e5376770b2	d804cbef-305c-4f70-931e-fe87064a1116.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6336	TCGA-G9-6336-01A	Primary Tumor
f85dcb6a-fe56-4307-8b49-f5154d868b6e	65235020-a50c-4143-8e93-a2d020bca766.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-CH-5738	TCGA-CH-5738-01A	Primary Tumor
53a80e42-feb4-4660-9f5b-f4b5dad31f64	e979ec96-0226-4031-ba69-d1c45342840a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XJ-A83F	TCGA-XJ-A83F-01A	Primary Tumor
abc8fd2c-c73b-4bdd-944f-21214a429c53	788bd344-93b6-42a8-b48a-f50bca7e9eca.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-7521	TCGA-G9-7521-01A	Primary Tumor
b45d9eee-5304-4bdf-ad90-022344024f15	dffeb8a2-5a8e-4a36-933c-6140221991c8.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A9L9	TCGA-ZG-A9L9-01A	Primary Tumor
a6bc0665-3c1c-4eae-8db0-f397460051dc	6d359d8b-0c01-4e23-9886-44c5c10d598b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-7525	TCGA-G9-7525-01A	Primary Tumor
1d015523-3081-43e5-90bf-608430cb77d2	88b30875-737d-43f3-baa9-8a97a1f0009e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VP-A87B	TCGA-VP-A87B-01A	Primary Tumor
b868ac1d-33df-451d-8f2e-4fb57fa5fac9	0a97763c-08d7-4ebd-95dd-b0434f8d8345.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A6HX	TCGA-HC-A6HX-01A	Primary Tumor
9a368787-20ac-4872-9c85-ca0b3e1afc9a	5f4cf592-e135-43ff-9c11-bcba462626d3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A7B2	TCGA-KK-A7B2-01A	Primary Tumor
47998d6a-a07a-4e9b-9ec1-e8e9a29ce384	1f1a15a7-99a1-49dd-b604-51a90fb42647.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8258	TCGA-HC-8258-01B	Primary Tumor
d3d64305-417d-46a5-ae71-08a0eae2b667	6a2fc43b-131d-4bba-8e64-8a39243fcdc6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7211	TCGA-HC-7211-01A	Primary Tumor
244e894c-d72a-43d5-8b8c-e4b01235354a	f1c7d45b-f293-4b9f-b039-52bf7fcf5853.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-2A-AAYU	TCGA-2A-AAYU-01A	Primary Tumor
fbb089c1-f331-411c-9997-617343e1b41d	dda0728b-3cde-40fa-b2f2-7fc4cbaa84a1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-AATV	TCGA-J4-AATV-01A	Primary Tumor
64cec8f8-139d-4e5a-8724-3a9fe9da55ed	725ae5e0-0325-4f5e-ba91-7694ac1166bb.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6365	TCGA-G9-6365-01A	Primary Tumor
0d9c8880-111a-43b2-8d4d-560cdca93c25	56668876-3500-4a9f-a08d-8b7c060c3a52.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A9OA	TCGA-V1-A9OA-01A	Primary Tumor
83df7910-455a-43bd-aa37-b76e5025a685	640827e7-e319-4b34-a59b-485ef92cdc66.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7782	TCGA-EJ-7782-01A	Primary Tumor
04a540b2-aa25-44eb-8f86-56fcd7636875	a772773c-9c24-4eb0-bd27-70c8a72b2f51.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7125	TCGA-EJ-7125-01A	Primary Tumor
c9f97fac-ccea-4379-966a-09a5c91d5304	76882eaf-d20c-49f3-8aa2-823226a1d36f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A9M4	TCGA-ZG-A9M4-01A	Primary Tumor
026238da-b53c-46c0-bd47-85a3dcb6786b	d691550d-2d9b-4103-83c3-9c38dac3e459.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83N	TCGA-J4-A83N-01A	Primary Tumor
00fad128-d883-48ea-8c28-bdb548be89f6	3c5a10cf-2088-4179-9dad-88fcb6165c7b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8266	TCGA-HC-8266-01A	Primary Tumor
cbe1ed33-861d-4da1-9f00-01acc6aa6ce3	4dafe2e3-617b-4280-a582-8d5d59420c6a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83M	TCGA-J4-A83M-01A	Primary Tumor
f0685b41-d50d-4b22-a416-3fe79632410e	9fc9128a-5cf9-4991-81b5-754092c301b1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7736	TCGA-HC-7736-01A	Primary Tumor
52d8240a-fcb0-4fe2-8ad0-2b7faad3040c	fe9e58ac-246f-47b3-b2a6-6bd86b06329b.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6343	TCGA-G9-6343-01A	Primary Tumor
c3abea64-4f6e-4cc4-9d24-6875fe2203f0	10fb2286-8406-416f-80de-02b8b09b5bb5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8IA	TCGA-KK-A8IA-01A	Primary Tumor
d1409b0a-9b71-47d8-b36d-452263cf8d63	94043a2d-b9e2-426d-9e89-6213034332f6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A6AN	TCGA-HC-A6AN-01A	Primary Tumor
ff896086-972c-43cb-94cc-ed4896a1ff95	5025d160-6457-445e-89b7-f8597e86126d.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XK-AAIR	TCGA-XK-AAIR-01A	Primary Tumor
c6405031-8e9e-4721-8bd5-a04080ae5598	3e28d575-bfc1-4ff5-bc78-afacba140ca0.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XJ-A9DI	TCGA-XJ-A9DI-01A	Primary Tumor
b7a91741-eb48-442b-a430-a8a10b90ebe5	8a69e294-e600-432c-8900-cf8f650a8319.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7784	TCGA-EJ-7784-11A	Solid Tissue Normal
7d46a159-3b62-4124-9f0a-e24672106e45	507c2816-064c-405b-bba1-8cf057539367.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A8X3	TCGA-V1-A8X3-01A	Primary Tumor
68e6adc9-f029-4abd-b3f6-dce75d565407	c360c2a2-9689-44b1-8827-57198721a1f5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VP-A879	TCGA-VP-A879-01A	Primary Tumor
b9ccd45f-8398-4d3b-83d0-5ac095a9266f	6daee8cc-ba8b-46fd-bc29-550843ee8e33.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HI-7170	TCGA-HI-7170-01A	Primary Tumor
b3dc53cb-ffc6-4c77-b42c-eef61b899e71	b34f5634-eb8b-4287-9c54-edbcaf4a64a1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8256	TCGA-HC-8256-01A	Primary Tumor
111d398e-83fd-4ade-9742-095a94032773	f961ee85-4b94-4052-b930-125ca8215877.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5494	TCGA-EJ-5494-01A	Primary Tumor
fe086cda-5e71-4538-83f0-b644f59c2dbd	283ff342-6b2b-4670-92c8-f157253ff378.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A6AL	TCGA-HC-A6AL-01A	Primary Tumor
a881b385-6634-42f7-a3dd-2343b3b0dae4	a9d1ff39-da59-4c95-a402-1793e6c9f5e4.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NG	TCGA-EJ-A7NG-01A	Primary Tumor
af1d325d-d339-4241-a89e-51e6f162d647	193c13fa-d708-4f74-8e6e-e1eb5aa02ad7.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A9TE	TCGA-HC-A9TE-01A	Primary Tumor
4e816560-5620-4271-b68b-9ba1c2aacdd7	e32272e5-a64e-482b-bb3e-b82542a643e3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7317	TCGA-EJ-7317-01A	Primary Tumor
f1b462b3-ab56-4566-85f7-4256907b74a8	856ab9bf-ba30-4b04-b37a-c4273ac5ae5e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XJ-A9DK	TCGA-XJ-A9DK-01A	Primary Tumor
a06e01fd-bbdc-4e94-a015-3bcd74da2200	ae10c40e-5a02-4f35-a43f-60ab2ccfd2c5.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A8D0	TCGA-HC-A8D0-01A	Primary Tumor
2ad3bc22-4c89-402f-936c-d9215a3e8771	57551a3f-81c3-42f0-bfcd-b9430881b07f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5542	TCGA-EJ-5542-01A	Primary Tumor
4c7a06d9-9368-4896-bb3d-1f3e68348b26	93b8bdcb-02fc-4859-885d-7e95a08f55b6.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-CH-5753	TCGA-CH-5753-01A	Primary Tumor
d38982aa-1b6d-4a64-90fa-7d5629f17a7a	8b38a4c1-3e32-48fd-b8ff-1096aee875ae.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-FC-A6HD	TCGA-FC-A6HD-01A	Primary Tumor
74cc28a5-70ff-4b9e-8e32-a4d84ee7ed2f	1aaa01ee-ebd0-4b3b-a11f-d58d8a860c7a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-V1-A8WL	TCGA-V1-A8WL-01A	Primary Tumor
e03f8bdc-d3e3-4dc5-8c2c-21e7cc97e41b	eff2d9bb-5bfd-451b-94f9-37080e4611ec.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-A4ZV	TCGA-HC-A4ZV-01A	Primary Tumor
3f259d1a-5efd-42fb-87ae-bd0c4d10271f	6592706a-4d75-4fb2-bf9d-8c0febf4a80e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8II	TCGA-KK-A8II-01A	Primary Tumor
ab00e1f2-e9ef-4735-a1de-3a63f9baf5d2	9a118c86-6afa-42b9-ba70-65c7115f9923.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-8265	TCGA-HC-8265-01A	Primary Tumor
b27bc9c4-7e8a-490a-a489-ecfa1831bcbe	b2d78d63-db6d-42d2-bcbe-2938cf7fbf18.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5506	TCGA-EJ-5506-01A	Primary Tumor
d3fe08d1-2ea8-4720-93c6-a4beb6532184	db7394c6-f1b4-4e01-9d33-d5920c51fda1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A8IK	TCGA-KK-A8IK-01A	Primary Tumor
a2f669f4-aaff-438c-b3a0-340234f80b88	ed81d331-8fcb-4553-941c-6b212322da99.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-5530	TCGA-EJ-5530-01A	Primary Tumor
4ce7ae20-72da-4be2-9053-20a2586eb648	582e11f1-c140-4a03-a6d1-cf3d6125b2ef.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A7B0	TCGA-KK-A7B0-01A	Primary Tumor
ecf614bd-1768-40fc-ae9b-05efc0933eb2	fcf3715b-ecfc-4554-bb0b-96d3171d85be.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A67O	TCGA-J4-A67O-01A	Primary Tumor
eb92226c-12d2-4239-95d1-573a786e35cf	8a3ad636-402c-4a3c-922d-c3f93a1bbe1e.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A6E0	TCGA-KK-A6E0-01A	Primary Tumor
6e17fc1b-0d56-443d-af3d-75270912dcbf	651f481d-370c-420e-9248-e9c2a134be6f.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7075	TCGA-HC-7075-01A	Primary Tumor
9ef4ccad-e5cf-47de-a992-10571ab0ed03	af5eab76-9014-4e19-ae61-b9d523693ee1.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-ZG-A8QY	TCGA-ZG-A8QY-01A	Primary Tumor
1d09186e-14f6-4917-be3c-785fd13f3f4f	a94e8cae-cfd3-4f4a-bd6c-9cd80852128a.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KC-A7F3	TCGA-KC-A7F3-01A	Primary Tumor
813b7262-fb68-406c-b5f9-5b307604dd7e	fe7abfa5-005e-4436-9855-03bd8c372508.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-CH-5741	TCGA-CH-5741-01A	Primary Tumor
da98648a-0eed-416d-bb44-068d92f2a923	0622c348-1f05-4f21-8486-d5bb9399f7be.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-G9-6496	TCGA-G9-6496-11A	Solid Tissue Normal
e58a02c7-8285-486f-ad7a-b79c62e6dbe7	6e015276-2cea-43f4-b525-1784706a6d67.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-KK-A6E3	TCGA-KK-A6E3-01A	Primary Tumor
34dc8215-a0ad-4889-97c1-6472403fe67b	39952ce1-cb34-48c6-ad20-7aca8286f4ef.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-HC-7742	TCGA-HC-7742-01A	Primary Tumor
e8f659f5-cc16-4527-a3ad-5ba34363ee22	9e6b50ac-cb34-45c2-b3bd-e844b0c386e2.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-XA-A8JR	TCGA-XA-A8JR-01A	Primary Tumor
6c17a1c4-e900-49f5-bce1-b21c951dc27b	2e7b3bb4-a198-4816-b3fa-f23d79574ddd.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-J4-A83L	TCGA-J4-A83L-01A	Primary Tumor
d17dbcce-3151-438d-ba5e-8edfdb85f4e0	526b6171-5947-439d-b61f-4604309532e9.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-EJ-7797	TCGA-EJ-7797-11A	Solid Tissue Normal
3888d6d5-504d-4f8e-b068-ecf21b8a6431	38f14531-0951-4b42-92fd-360e9b29b761.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88I	TCGA-VN-A88I-01A	Primary Tumor
89059f42-2420-4035-9d98-c71de5e7d821	d0409e46-3670-41aa-9410-0ed6091483f3.FPKM.txt.gz	Transcriptome Profiling	Gene Expression Quantification	TCGA-PRAD	TCGA-VN-A88M	TCGA-VN-A88M-01A	Primary Tumor
