Gene_Name	Term_ID	DB
CTSC	41081	GO
CTSC	6458	GO
CTSC	3419	GO
CTSC	45949	GO
CTSD	13313	GO
CTSD	5479	GO
CTSD	5868	GO
CTSD	14285	GO
CTSD	14647	GO
CTSE	13313	GO
CTSE	5479	GO
CTSE	14285	GO
CTSE	6478	GO
CTSE	11000	GO
CTSF	13313	GO
CTSF	5483	GO
CTSF	5479	GO
CTSG	6755	GO
CTSG	1509	GO
CTSG	5479	GO
CTSG	5482	GO
CTSG	13996	GO
CTSG	5901	GO
CTSG	17612	GO
CTSG	16464	GO
CTSG	3025	GO
CTSG	3029	GO
CTSG	32825	GO
CTSG	5436	GO
CTSG	27965	GO
CTSG	22973	GO
CTSH	36099	GO
CTSH	32260	GO
CTSH	1420	GO
CTSH	9232	GO
CTSH	13309	GO
CTSH	9234	GO
CTSH	21906	GO
CTSH	6804	GO
CTSH	1173	GO
CTSH	17560	GO
CTSH	15642	GO
CTSH	9375	GO
CTSH	15652	GO
CTSH	22973	GO
CTSH	6720	GO
CTSH	30532	GO
CTSH	1746	GO
CTSH	2260	GO
CTSH	9048	GO
CTSH	3419	GO
CTSH	9054	GO
CTSH	24286	GO
CTSH	5479	GO
CTSH	5483	GO
CTSH	16493	GO
CTSH	5870	GO
CTSH	14451	GO
CTSH	45949	GO
CTSK	1463	GO
CTSK	5479	GO
CTSK	41960	GO
CTSK	41175	GO
CTSK	13996	GO
CTSK	5483	GO
CTSK	23982	GO
CTSK	14647	GO
CTSK	1722	GO
CTSL1	5479	GO
CTSS	13313	GO
CTSS	36099	GO
CTSS	18694	GO
CTSS	5479	GO
CTSS	8874	GO
CTSS	5482	GO
CTSS	13996	GO
CTSS	5901	GO
CTSS	5483	GO
CTSS	26386	GO
CTSS	1746	GO
CTSS	45973	GO
CTSS	14647	GO
CTSS	1722	GO
CTSS	13309	GO
CTSW	2072	GO
CTSW	5483	GO
CTSW	5901	GO
CTSW	5479	GO
CTSZ	1509	GO
CTSZ	5479	GO
CTSZ	5483	GO
CTSZ	26545	GO
CTSZ	5845	GO
CTSZ	30525	GO
CTTN	36608	GO
CTTN	27073	GO
CTTN	5856	GO
CTTN	7139	GO
CTTN	5857	GO
CTTN	36094	GO
CTTN	14602	GO
CTTN	14893	GO
CTTN	5843	GO
CTTN	15540	GO
CTTN	26420	GO
CTTN	41175	GO
CTTN	27129	GO
CTTN	5882	GO
CTTN	7134	GO
CTTN	45951	GO
CTTNBP2	6317	GO
CTTNBP2NL	18688	GO
CTTNBP2NL	16378	GO
CTTNBP2NL	5438	GO
CUBN	5856	GO
CUBN	5857	GO
CUBN	5729	GO
CUBN	9696	GO
CUBN	5768	GO
CUBN	10472	GO
CUBN	21754	GO
CUBN	6733	GO
CUBN	6734	GO
CUBN	21210	GO
CUBN	5597	GO
CUBN	1406	GO
CUBN	21023	GO
CUEDC2	38097	GO
CUEDC2	9359	GO
CUL1	36225	GO
CUL1	14084	GO
CUL1	6803	GO
CUL1	6805	GO
CUL1	6295	GO
CUL1	20507	GO
CUL1	21935	GO
CUL1	1721	GO
CUL1	7865	GO
CUL1	28498	GO
CUL1	15188	GO
CUL1	5979	GO
CUL1	3419	GO
CUL1	5484	GO
CUL1	4588	GO
CUL1	5486	GO
CUL1	239	GO
CUL1	28530	GO
CUL1	116	GO
CUL1	244	GO
CUL1	4086	GO
CUL1	120	GO
CUL1	20473	GO
CUL2	36225	GO
CUL2	5484	GO
CUL2	14285	GO
CUL2	4588	GO
CUL2	116	GO
CUL2	6805	GO
CUL2	244	GO
CUL2	7865	GO
CUL2	5979	GO
CUL2	31487	GO
CUL3	20864	GO
CUL3	36225	GO
CUL3	5768	GO
CUL3	11528	GO
CUL3	23050	GO
CUL3	6804	GO
CUL3	665	GO
CUL3	158	GO
CUL3	24352	GO
CUL3	21923	GO
CUL3	21935	GO
CUL3	6268	GO
CUL3	26545	GO
CUL3	16435	GO
CUL3	1215	GO
CUL3	192	GO
CUL3	321	GO
CUL3	1343	GO
CUL3	10948	GO
CUL3	35400	GO
CUL3	3149	GO
CUL3	5845	GO
CUL3	34394	GO
CUL3	5979	GO
CUL3	14173	GO
CUL3	5348	GO
CUL3	5484	GO
CUL3	4588	GO
CUL3	5486	GO
CUL3	239	GO
CUL3	116	GO
CUL3	244	GO
CUL3	4086	GO
CUL3	6007	GO
CUL3	6140	GO
CUL3	18942	GO
CUL4A	36225	GO
CUL4A	6804	GO
CUL4A	6805	GO
CUL4A	32791	GO
CUL4A	14232	GO
CUL4A	38169	GO
CUL4A	5916	GO
CUL4A	540	GO
CUL4A	542	GO
CUL4A	5284	GO
CUL4A	5286	GO
CUL4A	21935	GO
CUL4A	5296	GO
CUL4A	5297	GO
CUL4A	5298	GO
CUL4A	5299	GO
CUL4A	7865	GO
CUL4A	44729	GO
CUL4A	14908	GO
CUL4A	1215	GO
CUL4A	28355	GO
CUL4A	21583	GO
CUL4A	5979	GO
CUL4A	17628	GO
CUL4A	45537	GO
CUL4A	5484	GO
CUL4A	4588	GO
CUL4A	116	GO
CUL4A	244	GO
CUL4A	18937	GO
CUL4B	32791	GO
CUL4B	38169	GO
CUL4B	32794	GO
CUL4B	5916	GO
CUL4B	540	GO
CUL4B	542	GO
CUL4B	5284	GO
CUL4B	5286	GO
CUL4B	5296	GO
CUL4B	5297	GO
CUL4B	5298	GO
CUL4B	5299	GO
CUL4B	24255	GO
CUL4B	21583	GO
CUL4B	5978	GO
CUL4B	17628	GO
CUL4B	19425	GO
CUL4B	5484	GO
CUL4B	4588	GO
CUL4B	15217	GO
CUL4B	244	GO
CUL5	36225	GO
CUL5	5484	GO
CUL5	4588	GO
CUL5	6803	GO
CUL5	116	GO
CUL5	6805	GO
CUL5	244	GO
CUL5	7865	GO
CUL5	20538	GO
CUL5	5979	GO
CUL5	32474	GO
CUL7	259	GO
CUL7	324	GO
CUL7	20387	GO
CUL7	1349	GO
CUL7	5479	GO
CUL7	5962	GO
CUL7	5484	GO
CUL7	4588	GO
CUL7	1102	GO
CUL7	1402	GO
CUL7	7865	GO
CUL7	27962	GO
CUL7	6013	GO
CUL9	5484	GO
CUL9	259	GO
CUL9	4588	GO
CUL9	6013	GO
CUTA	7872	GO
CUTA	4236	GO
CUTC	28210	GO
CUTC	5782	GO
CUTC	30030	GO
CUX1	5346	GO
CUX1	5348	GO
CUX1	6183	GO
CUX1	5768	GO
CUX1	346	GO
CUX1	5848	GO
CUX1	27962	GO
CUX1	11676	GO
CUX1	158	GO
CUX1	5343	GO
CUX2	29025	GO
CUX2	5346	GO
CUX2	45185	GO
CUX2	33185	GO
CUX2	31083	GO
CUX2	6508	GO
CUX2	28045	GO
CUX2	11024	GO
CUX2	9048	GO
CUX2	27962	GO
CUX2	158	GO
CUX2	5343	GO
CUZD1	16009	GO
CUZD1	3593	GO
CUZD1	6803	GO
CUZD1	28403	GO
CUZD1	5978	GO
CUZD1	5883	GO
CWC15	5377	GO
CWC15	6773	GO
CWC15	422	GO
CWC22	5377	GO
CWC22	26403	GO
CWC22	6773	GO
CWC22	422	GO
CWC27	2968	GO
CWC27	437	GO
CWC27	422	GO
CWF19L1	6679	GO
CX3CL1	45954	GO
CX3CL1	1286	GO
CX3CL1	32263	GO
CX3CL1	3593	GO
CX3CL1	27915	GO
CX3CL1	5901	GO
CX3CL1	12692	GO
CX3CL1	1558	GO
CX3CL1	28184	GO
CX3CL1	28056	GO
CX3CL1	17563	GO
CX3CL1	1182	GO
CX3CL1	17068	GO
CX3CL1	26926	GO
CX3CL1	6458	GO
CX3CL1	30141	GO
CX3CL1	33221	GO
CX3CL1	33222	GO
CX3CL1	3018	GO
CX3CL1	30411	GO
CX3CL1	14666	GO
CX3CL1	14667	GO
CX3CL1	20939	GO
CX3CL1	33231	GO
CX3CL1	26576	GO
CX3CL1	26577	GO
CX3CL1	14290	GO
CX3CL1	6100	GO
CX3CL1	30166	GO
CX3CL1	16857	GO
CX3CL1	24409	GO
CX3CL1	9179	GO
CX3CL1	24286	GO
CX3CL1	2019	GO
CX3CL1	24305	GO
CX3CL1	14451	GO
CX3CL1	31991	GO
CX3CL1	27896	GO
CX3CL1	2044	GO
CX3CL1	5887	GO
CX3CR1	45954	GO
CX3CR1	8067	GO
CX3CR1	1286	GO
CX3CR1	3593	GO
CX3CR1	12692	GO
CX3CR1	1558	GO
CX3CR1	5910	GO
CX3CR1	13720	GO
CX3CR1	33435	GO
CX3CR1	7865	GO
CX3CR1	38343	GO
CX3CR1	4169	GO
CX3CR1	2377	GO
CX3CR1	33099	GO
CX3CR1	26576	GO
CX3CR1	6100	GO
CX3CR1	24286	GO
CX3CR1	6507	GO
CX3CR1	10988	GO
CX3CR1	1778	GO
CX3CR1	14452	GO
CX3CR1	31991	GO
CX3CR1	5887	GO
CXADR	9088	GO
CXADR	18054	GO
CXADR	32519	GO
CXADR	12553	GO
CXADR	3593	GO
CXADR	14666	GO
CXADR	28686	GO
CXADR	23762	GO
CXADR	7865	GO
CXADR	15540	GO
CXADR	6869	GO
CXADR	28054	GO
CXADR	35255	GO
CXADR	5944	GO
CXADR	25113	GO
CXADR	1110	GO
CXADR	27963	GO
CXADR	27003	GO
CXADR	6397	GO
CXCL1	3012	GO
CXCL1	35337	GO
CXCL1	4169	GO
CXCL1	30411	GO
CXCL1	5900	GO
CXCL1	5901	GO
CXCL1	16464	GO
CXCL1	21873	GO
CXCL1	6803	GO
CXCL1	6100	GO
CXCL1	6805	GO
CXCL1	31991	GO
CXCL1	6298	GO
CXCL1	4222	GO
CXCL1	5887	GO
CXCL10	6406	GO
CXCL10	20999	GO
CXCL10	20990	GO
CXCL10	2186	GO
CXCL10	5900	GO
CXCL10	5901	GO
CXCL10	22670	GO
CXCL10	2447	GO
CXCL10	28686	GO
CXCL10	39567	GO
CXCL10	35340	GO
CXCL10	6547	GO
CXCL10	6804	GO
CXCL10	9237	GO
CXCL10	9238	GO
CXCL10	14872	GO
CXCL10	24367	GO
CXCL10	8761	GO
CXCL10	7868	GO
CXCL10	6082	GO
CXCL10	17223	GO
CXCL10	45128	GO
CXCL10	4169	GO
CXCL10	9418	GO
CXCL10	33099	GO
CXCL10	30411	GO
CXCL10	16464	GO
CXCL10	6100	GO
CXCL10	3031	GO
CXCL10	28385	GO
CXCL10	18537	GO
CXCL10	10988	GO
CXCL10	14451	GO
CXCL10	39796	GO
CXCL10	31991	GO
CXCL10	24444	GO
CXCL10	24190	GO
CXCL10	5887	GO
CXCL11	28385	GO
CXCL11	20999	GO
CXCL11	4169	GO
CXCL11	2186	GO
CXCL11	5900	GO
CXCL11	5901	GO
CXCL11	22670	GO
CXCL11	2447	GO
CXCL11	16464	GO
CXCL11	6100	GO
CXCL11	9237	GO
CXCL11	31991	GO
CXCL11	14872	GO
CXCL11	5887	GO
CXCL12	13953	GO
CXCL12	24194	GO
CXCL12	35589	GO
CXCL12	5894	GO
CXCL12	17544	GO
CXCL12	3593	GO
CXCL12	35340	GO
CXCL12	5901	GO
CXCL12	6547	GO
CXCL12	6804	GO
CXCL12	22168	GO
CXCL12	1182	GO
CXCL12	44835	GO
CXCL12	6308	GO
CXCL12	1445	GO
CXCL12	28070	GO
CXCL12	15143	GO
CXCL12	6317	GO
CXCL12	41265	GO
CXCL12	28082	GO
CXCL12	28984	GO
CXCL12	7867	GO
CXCL12	5831	GO
CXCL12	6600	GO
CXCL12	4169	GO
CXCL12	6858	GO
CXCL12	30411	GO
CXCL12	45128	GO
CXCL12	6100	GO
CXCL12	40276	GO
CXCL12	3031	GO
CXCL12	7774	GO
CXCL12	27102	GO
CXCL12	24305	GO
CXCL12	14451	GO
CXCL12	31991	GO
CXCL12	1276	GO
CXCL12	5887	GO
CXCL13	6403	GO
CXCL13	20999	GO
CXCL13	5900	GO
CXCL13	5901	GO
CXCL13	2447	GO
CXCL13	9239	GO
CXCL13	17566	GO
CXCL13	17575	GO
CXCL13	1963	GO
CXCL13	6082	GO
CXCL13	19660	GO
CXCL13	16464	GO
CXCL13	3025	GO
CXCL13	45267	GO
CXCL13	6100	GO
CXCL13	19674	GO
CXCL13	19675	GO
CXCL13	24285	GO
CXCL13	2014	GO
CXCL13	35934	GO
CXCL13	6118	GO
CXCL13	2416	GO
CXCL13	31991	GO
CXCL13	2040	GO
CXCL13	5887	GO
CXCL14	4169	GO
CXCL14	45225	GO
CXCL14	30411	GO
CXCL14	5901	GO
CXCL14	2447	GO
CXCL14	27099	GO
CXCL14	24190	GO
CXCL14	5887	GO
CXCL16	5857	GO
CXCL16	18280	GO
CXCL16	33099	GO
CXCL16	18544	GO
CXCL16	26577	GO
CXCL16	14451	GO
CXCL16	9237	GO
CXCL16	14422	GO
CXCL16	18043	GO
CXCL16	5887	GO
CXCL2	1734	GO
CXCL2	20999	GO
CXCL2	35337	GO
CXCL2	30411	GO
CXCL2	5900	GO
CXCL2	5901	GO
CXCL2	16464	GO
CXCL2	6100	GO
CXCL2	31991	GO
CXCL2	5887	GO
CXCL3	20999	GO
CXCL3	35337	GO
CXCL3	14666	GO
CXCL3	5900	GO
CXCL3	5901	GO
CXCL3	16464	GO
CXCL3	6100	GO
CXCL3	31991	GO
CXCL3	5887	GO
CXCL5	4169	GO
CXCL5	2186	GO
CXCL5	30411	GO
CXCL5	5900	GO
CXCL5	5901	GO
CXCL5	2447	GO
CXCL5	16464	GO
CXCL5	6100	GO
CXCL5	6804	GO
CXCL5	1942	GO
CXCL5	31991	GO
CXCL5	5887	GO
CXCL6	20999	GO
CXCL6	4169	GO
CXCL6	2186	GO
CXCL6	30411	GO
CXCL6	5900	GO
CXCL6	5901	GO
CXCL6	2447	GO
CXCL6	16464	GO
CXCL6	3025	GO
CXCL6	6100	GO
CXCL6	1942	GO
CXCL6	31991	GO
CXCL6	5887	GO
CXCL9	28385	GO
CXCL9	20999	GO
CXCL9	4169	GO
CXCL9	2186	GO
CXCL9	3018	GO
CXCL9	5900	GO
CXCL9	5901	GO
CXCL9	22670	GO
CXCL9	2447	GO
CXCL9	28686	GO
CXCL9	30411	GO
CXCL9	16464	GO
CXCL9	24191	GO
CXCL9	6100	GO
CXCL9	39797	GO
CXCL9	5910	GO
CXCL9	31991	GO
CXCL9	14872	GO
CXCL9	5887	GO
CXCR1	6082	GO
CXCR1	4169	GO
CXCR1	5900	GO
CXCR1	15628	GO
CXCR1	20524	GO
CXCR1	1903	GO
CXCR1	6100	GO
CXCR1	31991	GO
CXCR1	5887	GO
CXCR2	6082	GO
CXCR2	6114	GO
CXCR2	4169	GO
CXCR2	14666	GO
CXCR2	20991	GO
CXCR2	5900	GO
CXCR2	15628	GO
CXCR2	20524	GO
CXCR2	1903	GO
CXCR2	6100	GO
CXCR2	6804	GO
CXCR2	5910	GO
CXCR2	31991	GO
CXCR2	5887	GO
CXCR3	2181	GO
CXCR3	3593	GO
CXCR3	5900	GO
CXCR3	22670	GO
CXCR3	6804	GO
CXCR3	9237	GO
CXCR3	33813	GO
CXCR3	14872	GO
CXCR3	1052	GO
CXCR3	1444	GO
CXCR3	28073	GO
CXCR3	38200	GO
CXCR3	38201	GO
CXCR3	6082	GO
CXCR3	4169	GO
CXCR3	6100	GO
CXCR3	3419	GO
CXCR3	24286	GO
CXCR3	28385	GO
CXCR3	6118	GO
CXCR3	10988	GO
CXCR3	31991	GO
CXCR3	5880	GO
CXCR3	24444	GO
CXCR3	6142	GO
CXCR3	5887	GO
CXCR4	13953	GO
CXCR4	5900	GO
CXCR4	1182	GO
CXCR4	1570	GO
CXCR4	28072	GO
CXCR4	14377	GO
CXCR4	6577	GO
CXCR4	30134	GO
CXCR4	28984	GO
CXCR4	7865	GO
CXCR4	33220	GO
CXCR4	10948	GO
CXCR4	4169	GO
CXCR4	6100	GO
CXCR4	3031	GO
CXCR4	217	GO
CXCR4	3419	GO
CXCR4	21984	GO
CXCR4	26978	GO
CXCR4	21860	GO
CXCR4	6118	GO
CXCR4	1903	GO
CXCR4	14450	GO
CXCR4	31991	GO
CXCR4	12536	GO
CXCR4	1276	GO
CXCR4	6142	GO
CXCR4	5887	GO
CXCR5	6403	GO
CXCR5	4169	GO
CXCR5	5901	GO
CXCR5	16435	GO
CXCR5	6100	GO
CXCR5	31991	GO
CXCR5	5880	GO
CXCR5	20987	GO
CXCR5	5887	GO
CXCR6	4169	GO
CXCR6	5900	GO
CXCR6	6700	GO
CXCR6	6100	GO
CXCR6	31991	GO
CXCR6	5887	GO
CXXC1	5346	GO
CXXC1	20387	GO
CXXC1	28653	GO
CXXC1	11022	GO
CXXC1	5343	GO
CXXC4	6250	GO
CXXC4	14300	GO
CXXC4	4086	GO
CXXC5	4169	GO
CXXC5	21901	GO
CXXC5	158	GO
CXXC5	5343	GO
CYB561	5112	GO
CYB561	5124	GO
CYB561	30044	GO
CYB561D2	5112	GO
CYB5A	5112	GO
CYB5A	13258	GO
CYB5A	40634	GO
CYB5A	13278	GO
CYB5B	5112	GO
CYB5B	21873	GO
CYB5R1	10688	GO
CYB5R1	41960	GO
CYB5R1	6733	GO
CYB5R1	10293	GO
CYB5R1	6679	GO
CYB5R1	5112	GO
CYB5R1	2072	GO
CYB5R1	5659	GO
CYB5R1	5597	GO
CYB5R2	10688	GO
CYB5R2	6733	GO
CYB5R2	10293	GO
CYB5R2	5112	GO
CYB5R2	5659	GO
CYB5R2	5597	GO
CYB5R3	10688	GO
CYB5R3	6733	GO
CYB5R3	6734	GO
CYB5R3	6547	GO
CYB5R3	5112	GO
CYB5R3	5659	GO
CYB5R3	5660	GO
CYB5R3	5597	GO
CYB5R3	13278	GO
CYBA	2560	GO
CYBA	14080	GO
CYBA	5122	GO
CYBA	33282	GO
CYBA	11399	GO
CYBA	5900	GO
CYBA	21390	GO
CYBA	32149	GO
CYBA	26392	GO
CYBA	33185	GO
CYBA	18082	GO
CYBA	1445	GO
CYBA	9644	GO
CYBA	26926	GO
CYBA	27953	GO
CYBA	14132	GO
CYBA	1975	GO
CYBA	33208	GO
CYBA	32441	GO
CYBA	15671	GO
CYBA	24254	GO
CYBA	33355	GO
CYBA	27852	GO
CYBA	16718	GO
CYBA	33231	GO
CYBA	16723	GO
CYBA	14422	GO
CYBA	347	GO
CYBA	6748	GO
CYBA	23647	GO
CYBA	7776	GO
CYBA	28383	GO
CYBA	38497	GO
CYBA	16873	GO
CYBA	41452	GO
CYBA	5112	GO
CYBA	5757	GO
CYBA	5758	GO
CYBB	18690	GO
CYBB	5122	GO
CYBB	5769	GO
CYBB	5758	GO
CYBB	5900	GO
CYBB	27852	GO
CYBB	21390	GO
CYBB	1975	GO
CYBB	26392	GO
CYBB	347	GO
CYBB	5112	GO
CYBB	24254	GO
CYBB	23647	GO
CYBRD1	5112	GO
CYBRD1	5836	GO
CYBRD1	8470	GO
CYC1	17704	GO
CYC1	5112	GO
CYC1	5118	GO
CYCS	36225	GO
CYCS	5944	GO
CYCS	7123	GO
CYCS	347	GO
CYCS	5118	GO
CYCS	5112	GO
CYCS	3419	GO
CYCS	23869	GO
CYCS	5438	GO
CYCS	5119	GO
CYFIP1	14277	GO
CYFIP1	6183	GO
CYFIP1	45320	GO
CYFIP1	28045	GO
CYFIP1	11053	GO
CYFIP1	15537	GO
CYFIP1	26940	GO
CYFIP1	26392	GO
CYFIP1	6874	GO
CYFIP1	6298	GO
CYFIP1	20508	GO
CYFIP1	14175	GO
CYFIP2	36233	GO
CYFIP2	3593	GO
CYFIP2	10862	GO
CYFIP2	24370	GO
CYFIP2	26392	GO
CYFIP2	3419	GO
CYFIP2	20508	GO
CYGB	5920	GO
CYGB	9184	GO
CYGB	5768	GO
CYGB	16909	GO
CYGB	37137	GO
CYGB	12854	GO
CYGB	28150	GO
CYGB	10265	GO
CYGB	45212	GO
CYGB	1182	GO
CYLD	45952	GO
CYLD	16448	GO
CYLD	45956	GO
CYLD	6244	GO
CYLD	9222	GO
CYLD	32422	GO
CYLD	35400	GO
CYLD	16073	GO
CYLD	5479	GO
CYLD	5484	GO
CYLD	32396	GO
CYLD	24109	GO
CYLD	21198	GO
CYLD	14226	GO
CYLD	39092	GO
CYLD	4086	GO
CYLD	32312	GO
CYLD	32156	GO
CYLD	5978	GO
CYLD	11036	GO
CYP11A1	5665	GO
CYP11A1	33250	GO
CYP11A1	5669	GO
CYP11A1	6733	GO
CYP11A1	6734	GO
CYP11A1	23246	GO
CYP11A1	6738	GO
CYP11A1	18579	GO
CYP11A1	5112	GO
CYP11A1	21210	GO
CYP11A1	5659	GO
CYP11A1	5597	GO
CYP11A1	10687	GO
CYP11B1	5665	GO
CYP11B1	33250	GO
CYP11B1	5669	GO
CYP11B1	5901	GO
CYP11B1	16813	GO
CYP11B1	6733	GO
CYP11B1	6734	GO
CYP11B1	23246	GO
CYP11B1	19762	GO
CYP11B1	21426	GO
CYP11B1	18580	GO
CYP11B1	5112	GO
CYP11B1	16314	GO
CYP11B1	5659	GO
CYP11B1	6748	GO
CYP11B1	5597	GO
CYP11B1	10687	GO
CYP11B2	5665	GO
CYP11B2	33250	GO
CYP11B2	5670	GO
CYP11B2	16813	GO
CYP11B2	6733	GO
CYP11B2	6734	GO
CYP11B2	23246	GO
CYP11B2	2544	GO
CYP11B2	19762	GO
CYP11B2	30035	GO
CYP11B2	18580	GO
CYP11B2	1523	GO
CYP11B2	30038	GO
CYP11B2	5112	GO
CYP11B2	16314	GO
CYP11B2	5659	GO
CYP11B2	5597	GO
CYP11B2	10687	GO
CYP17A1	28672	GO
CYP17A1	5764	GO
CYP17A1	28678	GO
CYP17A1	35345	GO
CYP17A1	8466	GO
CYP17A1	8465	GO
CYP17A1	13691	GO
CYP17A1	8088	GO
CYP17A1	9499	GO
CYP17A1	5659	GO
CYP17A1	5667	GO
CYP17A1	6436	GO
CYP17A1	5669	GO
CYP17A1	21291	GO
CYP17A1	21293	GO
CYP17A1	7086	GO
CYP17A1	12464	GO
CYP17A1	7860	GO
CYP17A1	12469	GO
CYP17A1	15671	GO
CYP17A1	10687	GO
CYP17A1	14786	GO
CYP17A1	18627	GO
CYP17A1	8648	GO
CYP17A1	33099	GO
CYP17A1	6733	GO
CYP17A1	26832	GO
CYP17A1	5079	GO
CYP17A1	33112	GO
CYP17A1	33246	GO
CYP17A1	7776	GO
CYP17A1	31072	GO
CYP17A1	12386	GO
CYP17A1	14442	GO
CYP17A1	16493	GO
CYP17A1	12401	GO
CYP17A1	17270	GO
CYP17A1	5112	GO
CYP17A1	18043	GO
CYP19A1	30817	GO
CYP19A1	5668	GO
CYP19A1	6740	GO
CYP19A1	5112	GO
CYP19A1	5659	GO
CYP19A1	9180	GO
CYP19A1	2173	GO
CYP19A1	10687	GO
CYP1A1	11522	GO
CYP1A1	8067	GO
CYP1A1	11524	GO
CYP1A1	12803	GO
CYP1A1	11526	GO
CYP1A1	11527	GO
CYP1A1	33282	GO
CYP1A1	8076	GO
CYP1A1	30223	GO
CYP1A1	24975	GO
CYP1A1	8465	GO
CYP1A1	6803	GO
CYP1A1	8472	GO
CYP1A1	38169	GO
CYP1A1	8088	GO
CYP1A1	9499	GO
CYP1A1	1182	GO
CYP1A1	12833	GO
CYP1A1	8237	GO
CYP1A1	21807	GO
CYP1A1	7860	GO
CYP1A1	8246	GO
CYP1A1	7862	GO
CYP1A1	6458	GO
CYP1A1	8254	GO
CYP1A1	21705	GO
CYP1A1	36298	GO
CYP1A1	27852	GO
CYP1A1	8141	GO
CYP1A1	16079	GO
CYP1A1	16464	GO
CYP1A1	16470	GO
CYP1A1	3031	GO
CYP1A1	7768	GO
CYP1A1	19799	GO
CYP1A1	21210	GO
CYP1A1	26845	GO
CYP1A1	7776	GO
CYP1A1	32865	GO
CYP1A1	30052	GO
CYP1A1	5734	GO
CYP1A1	17131	GO
CYP1A1	12401	GO
CYP1A1	5112	GO
CYP1A1	1401	GO
CYP1A1	32254	GO
CYP1A2	5762	GO
CYP1A2	11527	GO
CYP1A2	24975	GO
CYP1A2	8465	GO
CYP1A2	9499	GO
CYP1A2	12833	GO
CYP1A2	10660	GO
CYP1A2	5671	GO
CYP1A2	8236	GO
CYP1A2	21552	GO
CYP1A2	21553	GO
CYP1A2	7861	GO
CYP1A2	7862	GO
CYP1A2	5689	GO
CYP1A2	23869	GO
CYP1A2	8895	GO
CYP1A2	8261	GO
CYP1A2	16327	GO
CYP1A2	36298	GO
CYP1A2	27852	GO
CYP1A2	6733	GO
CYP1A2	16464	GO
CYP1A2	33490	GO
CYP1A2	19799	GO
CYP1A2	5597	GO
CYP1A2	7776	GO
CYP1A2	32866	GO
CYP1A2	5734	GO
CYP1A2	14441	GO
CYP1A2	16746	GO
CYP1A2	12401	GO
CYP1A2	16241	GO
CYP1A2	5112	GO
CYP1A2	33151	GO
CYP1B1	22273	GO
CYP1B1	5762	GO
CYP1B1	33282	GO
CYP1B1	31366	GO
CYP1B1	5767	GO
CYP1B1	3593	GO
CYP1B1	31372	GO
CYP1B1	6805	GO
CYP1B1	1052	GO
CYP1B1	34973	GO
CYP1B1	12829	GO
CYP1B1	21406	GO
CYP1B1	21408	GO
CYP1B1	12833	GO
CYP1B1	17570	GO
CYP1B1	8999	GO
CYP1B1	26803	GO
CYP1B1	7860	GO
CYP1B1	7862	GO
CYP1B1	5689	GO
CYP1B1	10687	GO
CYP1B1	32191	GO
CYP1B1	33478	GO
CYP1B1	16073	GO
CYP1B1	36298	GO
CYP1B1	6733	GO
CYP1B1	7120	GO
CYP1B1	6741	GO
CYP1B1	24921	GO
CYP1B1	6494	GO
CYP1B1	24286	GO
CYP1B1	21859	GO
CYP1B1	14320	GO
CYP1B1	14452	GO
CYP1B1	5112	GO
CYP1B1	2425	GO
CYP1B1	24959	GO
CYP20A1	5112	GO
CYP21A2	5669	GO
CYP21A2	5670	GO
CYP21A2	6733	GO
CYP21A2	5112	GO
CYP21A2	5659	GO
CYP21A2	10687	GO
CYP27A1	5112	GO
CYP27A1	5664	GO
CYP27A1	10687	GO
CYP2A6	12833	GO
CYP2A6	11527	GO
CYP2A6	6733	GO
CYP2A6	21553	GO
CYP2A6	24723	GO
CYP2A6	8246	GO
CYP2A6	5112	GO
CYP2C18	5112	GO
CYP2C18	12833	GO
CYP2C18	5762	GO
CYP2C19	12833	GO
CYP2C19	5762	GO
CYP2C19	10660	GO
CYP2C19	11527	GO
CYP2C19	36298	GO
CYP2C19	6733	GO
CYP2C19	24975	GO
CYP2C19	21553	GO
CYP2C19	5112	GO
CYP2C8	12833	GO
CYP2C8	5762	GO
CYP2C8	32866	GO
CYP2C8	11527	GO
CYP2C8	36298	GO
CYP2C8	21553	GO
CYP2C8	5079	GO
CYP2C8	5112	GO
CYP2C9	22336	GO
CYP2C9	12833	GO
CYP2C9	5762	GO
CYP2C9	32866	GO
CYP2C9	10660	GO
CYP2C9	11527	GO
CYP2C9	36298	GO
CYP2C9	16746	GO
CYP2C9	6733	GO
CYP2C9	21552	GO
CYP2C9	21553	GO
CYP2C9	13075	GO
CYP2C9	5112	GO
CYP2C9	5597	GO
CYP2D6	5597	GO
CYP2D6	5762	GO
CYP2D6	32866	GO
CYP2D6	10660	GO
CYP2D6	8261	GO
CYP2D6	11527	GO
CYP2D6	8263	GO
CYP2D6	28233	GO
CYP2D6	35658	GO
CYP2D6	6733	GO
CYP2D6	24975	GO
CYP2D6	21552	GO
CYP2D6	8246	GO
CYP2D6	5112	GO
CYP2D6	17017	GO
CYP2D6	12829	GO
CYP2E1	7776	GO
CYP2E1	12417	GO
CYP2E1	5762	GO
CYP2E1	12833	GO
CYP2E1	10660	GO
CYP2E1	21061	GO
CYP2E1	8677	GO
CYP2E1	11527	GO
CYP2E1	12392	GO
CYP2E1	5609	GO
CYP2E1	6733	GO
CYP2E1	24975	GO
CYP2E1	8628	GO
CYP2E1	5112	GO
CYP2E1	23999	GO
CYP2F1	12833	GO
